name,city,address,links,wifi_quality,seating_comfort,ambiance,food_and_drinks
Café NiMo,Leipzig,"August-Bebel-Straße 1, 04275 Leipzig","Website: http://nimo-leipzig.de/  
Instagram: https://www.instagram.com/cafe.nimo/?__d=1%2F%2F  
Facebook: https://m.facebook.com/100063540072679/mentions/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187400-d21055938-Reviews-Cafe_NiMo-Leipzig_Saxony.html  ",Good,Comfortable,Lively,"Café NiMo in Leipzig bietet eine umfangreiche Auswahl an Speisen und Getränken, mit besonderem Fokus auf vegane Optionen. Zum Frühstück werden verschiedene Gerichte angeboten, ergänzt durch eine reiche Auswahl an Desserts und herzhaften Snacks. Besonders beliebt sind vegane Angebote wie Kuchen (darunter ein hervorhebenswerter Käsekuchen), Sandwiches und mit Pflanzenmilch zubereitete Kaffeespezialitäten. Erwähnenswerte vegane Optionen sind Cheesecake, Heidelbeer-Croissants und Bananenbrot. Neben den veganen Alternativen gibt es auch glutenfreie Optionen. 

Die Getränkeauswahl umfasst lokale Kaffeespezialitäten, Chai und verschiedene Smoothies, mit der Möglichkeit, pflanzliche Milchsorten hinzuzufügen. Besonders gelobt werden der Chai Latte und der Pumpkin Spiced Latte. Obwohl die Qualität der Speisen als sehr gut beschrieben wird, empfinden einige die Preise, insbesondere für pflanzenbasierte Milchoptionen, als etwas hoch. Insgesamt überzeugt Café NiMo durch seine hohe Qualität und die Variationsbreite ihrer veganen und glutenfreien Angebote. 14568."
Café Luise,Leipzig,"Bosestraße 4, 04109 Leipzig","Website: https://www.luise-leipzig.de/  
Instagram: https://www.instagram.com/cafeluiseleipzig/reels/  
Facebook: https://www.facebook.com/Luise.Leipzig/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187400-d1477837-Reviews-Cafe_Luise-Leipzig_Saxony.html",Good,Comfortable,Lively,"Café Luise in Leipzig bietet eine vielfältige Auswahl an Speisen und Getränken, die unterschiedliche Geschmäcker und Tageszeiten bedienen. Das Menü umfasst klassisch deutsches Essen wie Schnitzel zu fairen Preisen. Neben traditionellen Gerichten findet man auch Salate, Wraps und andere europäische Speisen. Sonntags gibt es ein Brunchbuffet mit einer Mischung aus warmen und kalten Speisen wie Eiern, Würstchen und diversen Salaten. Die Meinungen über das Brunchangebot variieren jedoch, wobei einige es als gutes Preis-Leistungs-Verhältnis sehen, während andere die Auswahl als begrenzt empfinden.

Das Café hat auch vegetarische und vegane Optionen und ein sehr umfassendes Getränkemenü, einschließlich Cocktails, Biere, Weine, Cappuccino, Tee und Fruchtsäfte. Insgesamt wird die Qualität der Speisen unterschiedlich bewertet; einige loben die Zubereitung und Präsentation, während andere das Essen als durchschnittlich empfinden. Das Preisniveau wird allgemein als moderat angesehen."
SimpliOffice Coworking Space & Eventlocation Leipzig,Leipzig,"Markgrafenstraße 2, 04109 Leipzig","Website: https://simplioffice.de/leipzig/  
Instagram: https://www.instagram.com/simplioffice/  
Facebook: https://www.facebook.com/simpliOffice/",Average,Comfortable,Lively,"SimpliOffice Leipzig bietet seinen Mitgliedern und Gästen eine Auswahl an Speisen und Getränken. Neben einem Kaffeeangebot, das Heißgetränke bereitstellt 4510, werden frische, fruchtige Wasser 911 und Snacks 8 angeboten. Externe Speisen und Getränke sind erlaubt 28, was den Gästen erlaubt, eigenes Essen mitzubringen oder von lokalen Anbietern zu bestellen. So profitieren sie zusätzlich von der kulinarischen Vielfalt Leipzigs."
Café Grundmann,Leipzig,"Mahlmannstraße 16, 04107 Leipzig, Deutschland","Website: https://www.cafe-grundmann.de/  
Instagram: https://www.instagram.com/explore/locations/2941135/cafe-grundmann/  
Facebook: https://www.facebook.com/p/Caf%C3%A9-Grundmann-100063616508489/  
TripAdvisor: https://www.tripadvisor.ie/Restaurant_Review-g187400-d1907238-Reviews-or40-Cafe_Grundmann-Leipzig_Saxony.html  
Yelp: https://www.yelp.com/biz/caf%C3%A9-grundmann-leipzig-3  ",Unknown,Slightly Uncomfortable,Lively,"Café Grundmann in Leipzig bietet eine beeindruckende Vielfalt an Speisen und Getränken. Besonders hervorzuheben ist das umfangreiche Kaffee- und Teeangebot, das zahlreiche ""coffee-ish drinks"" umfasst. Der Fokus liegt auf Kaffee, Tee und Wiener Desserts, erweitert um Frühstück, Brunch und Mittagessen. Die Qualität der Speisen wird weitgehend positiv bewertet, wobei das Frühstück und der Brunch als ""sehr gut"" und ""ausgezeichnet"" gelobt werden. Erwähnenswert sind die ""perfekten"" Schnitzel und die ""super frischen"" Salate. Die Desserts, insbesondere die Himbeer- und Boysenbeerkuchen sowie der Apfelstrudel, erhalten viel Lob. Es gibt auch bemerkenswerte vegetarische und vegane Optionen. Jedoch gibt es auch Kritik bezüglich überkochtem Essen und langsamer Bedienung sowie einiger Unstimmigkeiten im Preis-Leistungs-Verhältnis."
Café Kune,Leipzig,"Eisenbahnstraße 107, 04315 Leipzig","Website: https://cafekune.de/  
Instagram: https://www.instagram.com/kune.bar/  
Facebook: https://www.facebook.com/CafeKune/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187400-d12017258-Reviews-Kune_Cafe_bar-Leipzig_Saxony.html",Good,Comfortable,Lively,"Café Kune in Leipzig bietet eine vielfältige Auswahl an sorgfältig zubereiteten Cocktails, lokalen Weinen und Bieren, darunter ein besonderes Helles-Bier aus dem Erzgebirge 248. Die Cocktails erhalten gemischtes Feedback, während Bieroptionen preiswert sind, insbesondere während der Happy Hour 4. Vegetarische und vegane Brunch-Optionen sowie ein Tapas-Menü an Samstagen ergänzen das Essensangebot, wobei die Qualität variieren kann; einige Gerichte werden als geschmacklich enttäuschend beschrieben 310."
Franz Morish Kaffeerösterei,Leipzig,"Karl-Liebknecht-Straße 74, 04275 Leipzig","Website: https://franzmorish.de/  
Instagram: https://www.instagram.com/franzmorish/  
Facebook: https://www.facebook.com/franzmorish/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187400-d13952686-Reviews-Franz_Morish-Leipzig_Saxony.html  ",Unknown,Comfortable,Lively,"Franz Morish bietet eine umfassende Auswahl an Speisen und Getränken, die insbesondere für ihre hervorragende Kaffeequalität geschätzt wird 1. Das Menü umfasst sowohl süße als auch herzhafte Optionen, darunter hausgemachte Kuchen, frische Salate, Sandwiches und Superfood-Granola 3. Verschiedene Frühstücks- und Mittagsangebote, wie Omeletts, Mozzarella-Tomaten-Salat und der beliebte Sabich Bowl, sind verfügbar 4. Im Getränkeangebot stehen eine breite Palette an Spezialitätenkaffees zur Verfügung, die vor Ort geröstet werden, sowie entkoffeinierte Optionen und pflanzliche Milchalternativen 1."
Café Waldi,Leipzig,"Peterssteinweg 10, 04107 Leipzig","Website: https://www.cafe-waldi.de/  
Facebook: https://www.facebook.com/CafeWaldi  
Yelp: https://www.yelp.com/biz/caf%C3%A9-waldi-leipzig",Unknown,Comfortable,Lively,"Café Waldi in Leipzig offers a diverse selection of food and beverages. The menu includes 14 dishes featuring European and German cuisine with vegetarian options, such as schnitzels, chicken with rice and vegetables, and fries. Prices range from €11 to €21 per person, with lower prices for items like espresso and cake. Reviews indicate a mix in food quality—some find meals tasty while others describe them as akin to standard takeaway fare. Drink options include coffee, cola, beer, and an extensive range of handcrafted cocktails. However, both food quality and service are noted as inconsistent, making it advisable to check recent reviews."
Café Cantona,Leipzig,"Karl-Heine-Straße 22b, 04229 Leipzig, Deutschland",No links found for this cafe.,Unknown,Comfortable,Lively,"Café Cantona in Leipzig is renowned for its diverse and international menu despite being described as ""small."" Popular offerings include burgers and salads, complemented by daily specials praised for their quality. The menu also features an array of international dishes, such as Spanish tapas, Russian dumplings, and Moroccan delicacies. Patrons appreciate the breakfast options, notably the English breakfast and eggs Benedict. Drink choices range from beer and wine to coffee and a homemade Cantona lemonade. While opinions differ on pricing and service quality, the overall culinary experience remains varied and well-regarded according to 148."
Yellow Tile Coffee Project,Nürnberg,"Humboldtstraße 67, 90459, Nürnberg","Website: http://www.yellowtile-coffeeproject.de/  
Instagram: https://www.instagram.com/yellowtilecoffee/  
Facebook: https://www.facebook.com/yellowtilecoffee/photos/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187310-d27268942-Reviews-Yellow_Tile_Coffee_Project-Nuremberg_Middle_Franconia_Franconia_Bavaria.html  ",Good,Comfortable,Quiet and Cozy,"Das Yellow Tile Coffee Project in Nürnberg bietet eine breite Palette an Speisen und Getränken mit besonderen Highlights. Der Kaffee mit Bohnen von der regionalen Kaffeewerkstatt Kucha und wechselnden Gast-Röstungen wird besonders gelobt 4. Neben klassischem Espresso, Filterkaffee und Cold Brew gibt es auch pflanzliche Milchalternativen 5. 

Das kulinarische Angebot ist vielfältig, mit gegrillten Käsesandwiches und veganen Optionen, die für ihre Frische und großzügigen Portionen geschätzt werden 3. Süße Leckereien wie Kuchen und Gebäck, einschließlich spezieller Premiumkuchen, runden das Menü ab 4. Eine herausragende Spezialität ist das Green Affogato, ein mit Matcha und Pistazien verfeinertes Vanilleeis-Dessert 4. Auch eine Auswahl an Tees wird angeboten 3. 

Die Qualität des Angebots wird durchweg gelobt, wobei die Frische und der Geschmack der Speisen sowie der Kaffee besonders hervorgehoben werden 3."
Next Door Coffee Club,Nürnberg,"Allersberger Straße 162, 90461","Website: https://www.nextdoor-coffeeclub.de/  
Instagram: https://www.instagram.com/nextdoorcoffeeclub  
Facebook: https://m.facebook.com/nextdoorcoffeeclub/?locale=es_LA  
TripAdvisor: https://www.tripadvisor.co.uk/ShowUserReviews-g187310-d9587261-r728660314-Next_Door-Nuremberg_Middle_Franconia_Franconia_Bavaria.html  ",Unknown,Comfortable,Quiet and Cozy,"Next Door Coffee Club in Nuremberg presents a wide array of food and drink selections, emphasizing specialty light roast coffee sourced from Sky Bear Coffee. Drinks include espresso classics, cold brew, and teas from Art of Tea. House-made syrups and decaf espresso cater to diverse tastes, along with healthier refreshers. The café features scratch-made baked goods and all-day breakfast sandwiches. Their vegan pastries, like banana bread and zucchini-lemon cake, are highly praised, with allergen information readily available. While the pricing leans towards the higher side for a café, the quality and friendly service are consistently acknowledged."
White Bulldog,Nürnberg,"Hirschelgasse 1, 90403 Nürnberg","Instagram: https://www.instagram.com/whitebulldog_roastery/ 278
Facebook: https://www.facebook.com/WhiteBulldogCoffee/ 137
TripAdvisor: https://www.tripadvisor.com/LocationPhotoDirectLink-g187310-d12180180-i358901104-White_Bulldog_Coffee_Roasters-Nuremberg_Middle_Franconia_Franconia_Bava.html 412",Good,Comfortable,Quiet and Cozy,"White Bulldog Coffee Roasters in Nürnberg offers a diverse selection of high-quality food and beverages. Their standout coffee menu includes a variety of specialties with a rotating daily espresso bean, highlighting their dedication to quality through on-site small batch roasting 3 5 6. Beyond coffee, they offer fresh fruit and vegetable smoothies and a selection of freshly baked treats like cakes, cookies, muffins, and waffles 3. Breakfast options such as customizable avocado toast are notable, with all items generally priced around 5 euros 4. Sandwiches complement the menu, which caters to various dietary needs with a full vegan option 5 4."
Balazzo Brozzi,Nürnberg,"Hochstraße 2, 90429 Nürnberg","Website: https://www.balazzobrozzi.de  
Instagram: https://www.instagram.com/balazzobrozzi/  
Facebook: https://www.facebook.com/BalazzoBrozzi/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187310-d958161-Reviews-Balazzo_Brozzi-Nuremberg_Middle_Franconia_Franconia_Bavaria.html  ",Good,Comfortable,Quiet and Cozy,"Balazzo Brozzi in Nürnberg bietet eine vielseitige Speisen- und Getränkeauswahl, die unterschiedliche Geschmäcker und Ernährungsbedürfnisse berücksichtigt. Die sich regelmäßig ändernde Speisekarte umfasst deutsche Gerichte, darunter drei bis vier vegane Optionen wie veganen Schnitzel, indisches Dal, Risotto, Chili und Hummus. Auch vegane Kuchen und pflanzliche Milchalternativen sind erhältlich. Vegetarierfreundliche Optionen ergänzen das Angebot. Hervorragender Kaffee und eine Auswahl an Bieren lokaler Brauereien runden das Getränkesortiment ab. Frühstück und Brunch sind ebenfalls im Angebot und wurden als gut und preiswert gelobt. Bewertungen heben jedoch gewisse Unstimmigkeiten in der Qualität hervor, wie kalte oder nicht durchgegarte Speisen und kleinere Portionen. Generell wird die Preisklasse als moderat bis erschwinglich angesehen, wenngleich einige höhere Preise festgestellt haben."
Espressolab - Das Herzstück,Nürnberg,"Schillerstraße 14, 90409 Nürnberg","Website: https://espresso-lab.de/  
Instagram: https://www.instagram.com/espressolab_nuernberg/  
TripAdvisor: https://cn.tripadvisor.com/Restaurant_Review-g187310-d21276952-Reviews-Espressolab-Nuremberg_Middle_Franconia_Franconia_Bavaria.html  
TripAdvisor: https://www.tripadvisor.co.nz/Restaurant_Review-g187310-d21276952-Reviews-Espressolab-Nuremberg_Middle_Franconia_Franconia_Bavaria.html",Unknown,Comfortable,Lively,"Espressolab in Nuremberg provides a diverse array of food and beverage options, featuring impressive cakes and tarts, which have garnered praise from patrons 1. The menu includes sandwiches, ciabatta, bagels, and a standout strawberry lemonade 5. Their coffee offerings are a highlight, with variations such as espresso, cappuccino, and iced latte macchiato 8, although experiences with certain drinks like the ginger-mint tea are mixed 4. The service quality and pricing receive differing opinions, implying an inconsistent experience 3."
Espressolab - Theresienstraße,Nürnberg,"Theresienstraße 14, 90403 Nürnberg","Website: https://espresso-lab.de/  
Instagram: https://www.instagram.com/espressolabtr/?hl=en  
Facebook: https://www.facebook.com/espressolabtr/  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187310-d26687813-Reviews-Espresso_lab-Nuremberg_Middle_Franconia_Franconia_Bavaria.html  
Yelp: https://www.yelp.com/biz/espressolab-n%C3%BCrnberg  ",Unknown,Comfortable,Lively,"Espressolab in Nürnberg boasts a diverse selection of food and drinks, with a focus on high-quality, freshly roasted specialty coffee. Their coffee offerings range from traditional favorites like espresso and cappuccino to inventive options such as iced latte macchiato, alongside pour-over methods like AeroPress and Chemex. The café's beverage menu extends to creative lemonades and rich chocolate drinks, with standout mentions for dark chocolate and mocha. Accompanying their drinks, Espressolab provides a range of food items, including cakes, tarts, sandwiches, and popular bagels, though reviews on food quality vary. While some customers praise the delicious offerings and fresh coffee, there are mixed reviews regarding specific items like cakes and the consistency of the coffee, suggesting variability based on time and specific visits. Overall, Espressolab offers an appealing selection that caters to various tastes."
Palais Schaumburg,Nürnberg,"Kernstr. 46, 90429 Nürnberg","Instagram: https://www.instagram.com/palais_schaumburg/?hl=en 2  
Facebook: https://www.facebook.com/palais.schaumburg/ 3  
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187310-d2660958-Reviews-Palais_Schaumburg-Nuremberg_Middle_Franconia_Franconia_Bavaria.html 4  
Yelp: https://m.yelp.com/biz/palais-schaumburg-n%C3%BCrnberg?hrid=aKiYgVIN2dZMDcltqkbjBg&adjust_creative=3IkDqvbcmbv-S4rJLSsxqA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3IkDqvbcmbv-S4rJLSsxqA 5",Unknown,Comfortable,Lively,"Palais Schaumburg in Nürnberg bietet eine beeindruckende Auswahl an Speisen und Getränken mit besonderem Augenmerk auf frische, regionale Zutaten. Die Speisekarte, die häufig wechselt, umfasst eine Vielzahl vegetarischer und veganer Optionen sowie fleischbasierte Gerichte. Die Qualität der Speisen wird oft gelobt, obwohl es Berichte über Qualitätsunterschiede gibt. Beachtenswerte Gerichte sind zum Beispiel das ""beste und günstigste"" Schweinebraten und Rinderroulade in Nürnberg, sowie frische Salate mit schmackhaften Dressings. Der Biergarten und eine umfangreiche Auswahl an Bieren und Weinen ergänzen das kulinarische Angebot perfekt."
Das Café Mainheim,Nürnberg,"Bauerngasse 18, 90443 Nürnberg",No links found for this cafe.,Average,Comfortable,<UNKNOWN>,"Cafe Mainheim in Nuremberg offers a broad selection of quality food and beverages. The menu features highly praised breakfast and brunch options with generous servings, including Swiss and French styles, meat, cheese, fruit plates, homemade cereals, and open sandwiches. Vegan and vegetarian dishes are available, alongside delightful ""Brotzeiten"" with various toppings like feta, zucchini cream, Gouda, hummus, and rosemary. Cakes and pastries, including carrot and raspberry white chocolate cakes, are standout offerings. Drink options receive positive feedback, with excellent coffee and cappuccinos, along with juices, ginger tea, and beer 123."
Froilein Meier,Dortmund,"Große Heimstraße 45, 44137 Dortmund","Instagram: https://www.instagram.com/explore/locations/737100698/froilein-meier/?hl=en
TripAdvisor: https://www.tripadvisor.at/ShowUserReviews-g187372-d8019467-r330264946-Froilein_Meier-Dortmund_North_Rhine_Westphalia.html
Yelp: https://www.yelp.com/biz/froilein-meier-dortmund",Unknown,Comfortable,Unknown,"Fräulein Meier in Dortmund bietet eine vielfältige Auswahl an hochwertigen Speisen und Getränken:
Fokus auf deutsche und vegetarische Küche [5][7]
Hervorragende Kaffeeauswahl (Cappuccino, Latte, Latte Macchiato) mit pflanzlichen Milchalternativen [1][5][7]
Vegane Optionen, darunter ein besonders gelobter Tofu-Scramble [1][6]
Gut durchdachte, wenn auch begrenzte Speisekarte [5]
Spezialitäten wie Avocado-Toast und Karottenkuchen [7]
Schöne Präsentation der Gerichte [1]
Zusätzlich als Weinbar konzipiert, was auf eine erweiterte Getränkeauswahl hindeutet [3][6]

Insgesamt zeichnet sich Fräulein Meier durch eine durchdachte Auswahl an qualitativ hochwertigen vegetarischen und veganen Optionen sowie exzellenten Kaffee aus, die in einer gemütlichen Atmosphäre serviert werden."
Café LebensArt,Dortmund,"Buschstraße 172, 44369 Dortmund",Website: https://cafe.lebensart-dortmund.de/,Good,Comfortable,Quiet and Cozy,"Café LebensArt bietet eine vielfältige Auswahl an europäischen und zentraleuropäischen Gerichten, darunter Frühstück, Mittagessen und Brunch 35. Die Speisekarte umfasst:
Hausgemachte Kuchen und Gebäck, wie Apfelstreusel und Zimtschnecken 7
Suppen 7
Bagels 7
Vegetarische Optionen 35
Vegane Alternativen, einschließlich Kuchen und Frühstück mit Brot, Aufstrichen und Obst 4

Getränkeangebot:
Verschiedene Kaffeespezialitäten, einschließlich Cappuccino 5
Tee 3
Pflanzliche Milchalternativen für Kaffeegetränke 4

Die Qualität der Speisen wird unterschiedlich bewertet. Einige Gäste loben die leckeren Kuchen und Bagels 7, während andere das Essen als ""einfach, aber lecker"" beschreiben 7. Die ""Tea Time"" wird besonders für das köstliche Essen in schönem Ambiente gelobt 3. Es ist zu beachten, dass die Verfügbarkeit veganer Kuchen an stark besuchten Tagen begrenzt sein kann 4."
Neues Schwarz,Dortmund,"Saarlandstraße 33, 44139 Dortmund","Website: http://www.neuesschwarz.de/
Instagram: https://www.instagram.com/neuesschwarz/
Facebook: https://www.facebook.com/neuesschwarz/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d8501297-Reviews-Neues_Schwarz-Dortmund_North_Rhine_Westphalia.html",Poor,Comfortable,Quiet and Cozy,"Neues Schwarz in Dortmund bietet eine exquisite Auswahl an Getränken und Snacks:
Hochwertige, vor Ort geröstete Kaffeespezialitäten mit wechselndem Saisonalmenü 1
Espresso in zwei Varianten: stark und fruchtig
Diverse Filterkaffeeoptionen, z.B. Kenya Mugaya 2
Teeauswahl und pflanzliche Milchalternativen verfügbar 3
Täglich frische, vegane Kuchen 4
Hochgelobte Croissants 5
Begrenzte, aber sorgfältig ausgewählte Snackauswahl 6

Der Fokus liegt eindeutig auf erstklassigem Kaffee, ergänzt durch vegane Leckereien und Gebäck, die das Geschmackserlebnis abrunden."
Wohnzimmer Cafebar,Dortmund,"Neuer Graben 16, 44139 Dortmund","Website: http://www.wohnzimmer-cafebar.de/
Instagram: https://www.instagram.com/wohnzimmercafebar/?hl=en
Facebook: https://www.facebook.com/3897504810311566
TripAdvisor: https://www.tripadvisor.com/Attraction_Review-g187372-d5944636-Reviews-Wohnzimmer_Cafebar-Dortmund_North_Rhine_Westphalia.html",Unknown,Comfortable,Quiet and Cozy,"Das Wohnzimmer Cafebar in Dortmund bietet eine vielfältige Auswahl an Speisen und Getränken:
Spanische Küche mit gut zubereiteten Pasta- und Salatgerichten 6
Spezialitäten wie Wildschweingulasch und vegetarische Optionen (z.B. Kartoffel-Hummus, Pilzragout) 9
Wöchentliche internationale Themenabende 4
Hausgemachte Gerichte mit überwiegend positiver Resonanz 6
Vollständige Bar mit Kaffee, Cocktails und alkoholischen Getränken 5

Qualität wird generell als gut bewertet, mit besonderem Lob für Pasta und Kaffee. Einige Inkonsistenzen wurden bei einzelnen Gerichten wie Käsekuchen bemerkt 1. Die Gesamtbewertung von 4,6 auf Google spiegelt eine hohe Zufriedenheit der Gäste wider 6."
Schönes Leben,Dortmund,"Liebigstraße 23, 44139 Dortmund","Website: http://www.schoenes-leben-dortmund.de/
Instagram: https://www.instagram.com/schoenes_leben_dortmund/
Facebook: https://www.facebook.com/schones.leben.9/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d2078455-Reviews-Schoenes_Leben_Dortmund-Dortmund_North_Rhine_Westphalia.html",Good,Slightly Uncomfortable,Lively,"Schönes Leben bietet eine vielfältige Speisekarte mit Fokus auf frische, hochwertige Zutaten und moderne Interpretationen klassischer Gerichte 1. Das Angebot umfasst:
Frühstück mit vegetarischen, veganen und traditionellen Optionen 2
Mittagsmenü mit gehobener Hausmannskost 1
Große Kuchenauswahl am Nachmittag 1
Abendkarte mit À-la-carte-Optionen und international inspirierten Gerichten 3
Beliebtes Brunch-Buffet am Wochenende 1

Besonders gelobt werden lokale Klassiker mit modernem Touch, wie das Wiener Schnitzel und perfekt zubereitete Steaks 1. Vegetarische und vegane Optionen sind verfügbar 29. Die Getränkekarte bietet eine Auswahl an Weinen, Craft-Bier und Kaffee 16. Einige Gäste empfinden die Preise als hoch, insbesondere für Getränke 1."
Kieztörtchen,Dortmund,"Essener Str. 12, 44139 Dortmund","Website: https://www.kieztoertchen.de
Instagram: https://www.instagram.com/kieztoertchen/
Facebook: https://de-de.facebook.com/kieztoertchen/photos/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d3247522-Reviews-Kieztortchen-Dortmund_North_Rhine_Westphalia.html",Poor,Slightly Uncomfortable,Quiet and Cozy,"Kieztörtchen in Dortmund bietet eine vielfältige Auswahl an hochwertigen Speisen und Getränken:
Hausgemachte Kuchen und Torten sind ein Highlight, besonders beliebt ist der Zitronenkuchen 8
Frühstücks-, Brunch-, Mittag- und Abendessen-Optionen verfügbar 1
Vegetarische, vegane und glutenfreie Gerichte im Angebot 1
Lunchmenü mit Gerichten wie Omeletts und Paninis 8
Erlesene Kaffeespezialitäten und hochwertige Tees 13
Spezielle Kaffeegetränke wie Caramel Macchiato 10
Prosecco und andere Getränkeoptionen 6

Trotz überwiegend positiver Bewertungen gab es einen Bericht über Schimmel auf einem Kuchenstück 1, was die ansonsten hohe Qualität etwas trübt."
Café Lotte - Dresdener Straße,Dortmund,"Dresdener Str. 31, 44139 Dortmund","Website: https://cafelotte.de/
Instagram: https://www.instagram.com/cafe_lotte_dortmund/?hl=de
Facebook: https://www.facebook.com/cafelottebrasserie/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d7982898-Reviews-Cafe_Lotte-Dortmund_North_Rhine_Westphalia.html",Unknown,Comfortable,Lively,"Café Lotte in Dortmund bietet eine vielfältige Auswahl an hochwertigen Speisen und Getränken:
Kaffee: Ausgezeichnete Qualität, besonders für Cappuccinos und Lattes bekannt [1][3]
Tee: Verschiedene Optionen, einschließlich Chai Tea Latte [1][12]
Kuchen: Hausgemachte Kuchen, als ""göttlich"" beschrieben [1][4][7]
Frühstück: Vielfältige Optionen wie Pancakes, Eier mit Schinken, Croissants [1][2]
Mittagessen/Abendessen: Kreative Gerichte wie ""Brot"" mit Rote-Bete-Creme, Pesto und Feta [10]
Getränke: Kaffee, Tee, Bier und alkoholfreie Optionen [1][4]

Preise variieren:
Frühstück mit Avocado und Lachs: ca. €10-€12 (2017) [1]
2 Kuchenstücke + 2 Latte Macchiatos: €17,60 (von einigen als teuer empfunden) [1]

Einschränkungen:
Begrenzte und teure vegane Optionen [8]
Kleinere Cappuccino-Größen [7]

Insgesamt bietet Café Lotte eine hochwertige Auswahl an Speisen und Getränken, mit besonderem Lob für Kaffee und Kuchen, aber einigen Einschränkungen bei speziellen Ernährungsbedürfnissen."
Café Lotte - Kleppingstraße,Dortmund,"Kleppingstraße 8, 44135 Dortmund","Website: https://cafelotte.de/
Instagram: https://www.instagram.com/cafe_lotte_dortmund/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d7982898-Reviews-Cafe_Lotte-Dortmund_North_Rhine_Westphalia.html",Unknown,Slightly Uncomfortable,Quiet and Cozy,"Café Lotte in Dortmund bietet eine vielfältige Speisekarte mit hochwertigen Optionen:
Umfangreiches Angebot: Frühstück, Brunch, Mittagessen und Abendessen [1][4]
Beliebte Gerichte: Pasta, Salate, Sandwiches [1][4]
Ausgezeichnete hausgemachte Kuchen und Gebäck [1][4][6]
Besonderes Highlight: ""Sehr süßes Heißschokoladenkonzept"" [5][8]
Frühstücksoptionen: Pfannkuchen, Eier mit Schinken, Croissants, Brot mit Avocado und Lachs [1]
Getränke: 
Kaffee wird als exzellent beschrieben, möglicherweise der beste in Dortmund [1]
Empfohlene Kaffeespezialitäten: Cappuccino und Latte Macchiato [1][4]
Chai Tee Latte und Bier ebenfalls verfügbar [1][5]
Verwendung von Milch lokaler Bauern [1]

Preise variieren:
Moderate Preise für einige Artikel (z.B. Thunfischbrötchen mit Salat für €2,90, Sprudelwasser für €2,50 in 2018) [1]
Einige Gäste empfanden die Preise als hoch (z.B. €17,60 für zwei Stück Kuchen und zwei Latte Macchiato Ende 2024) [1]

Zu beachten:
Keine warmen Mahlzeiten nach 14 Uhr [4]
Gelegentlich langsamer Service im Außenbereich [1]

Insgesamt bietet Café Lotte eine breite Palette an Speisen und Getränken von guter bis ausgezeichneter Qualität, mit besonderem Lob für Kaffee, Kuchen und Frühstücksoptionen."
Café Lotte - Kaiserstraße,Dortmund,"Kaiserstraße 15, 44135 Dortmund","Website: https://cafelotte.de/
Instagram: https://www.instagram.com/cafe_lotte_dortmund/reels/
Facebook: https://m.facebook.com/p/Café-Lotte-100083229372277/
TripAdvisor: https://www.tripadvisor.com/Restaurant_Review-g187372-d7982898-Reviews-Cafe_Lotte-Dortmund_North_Rhine_Westphalia.html
Yelp: https://m.yelp.com/biz/café-lotte-brasserie-dortmund-3",Poor,Slightly Uncomfortable,Lively,"Café Lotte in Dortmund bietet eine vielfältige Auswahl an Speisen und Getränken:
Frühstück: Gelobt für ""perfektes"" und ""leckeres"" Angebot, inklusive Avocado-Lachs-Frühstück, Pancakes und Croissants [1][7][9]
Mittagessen: Leichte Optionen wie Thunfisch-Salat-Brötchen sowie ""köstliche"" Pasta-Gerichte [1][3]
Abendessen: Warme Speisen und ""exzellente"" Pasta-Gerichte [2][3]
Kuchen: Durchweg als ""göttlich"", ""unglaublich lecker"" und ""extrem köstlich"" beschrieben, mit Empfehlungen für Karottenkuchen und Bananen-Schokokuchen [1][3][5][6]
Kaffee: Von vielen als ""der beste in Dortmund"" bezeichnet, mit Cappuccino und Latte Macchiato als Favoriten [1][3][6]
Getränkeauswahl: Bier, heiße Schokolade, Chai Latte, Espresso und ""ausgefallene Kaffeekreationen"" [1][3][6]

Qualität wird generell hoch eingeschätzt, wobei einige Gäste die Portionsgrößen im Verhältnis zum Preis als klein empfanden [5][9]. Die Vielfalt des Angebots ermöglicht es, den ganzen Tag über verschiedene Mahlzeiten und Getränke zu genießen."
